Date,Open,High,Low,Close,Adj Close,Volume,Open-Google,Volume-Google,Open-IBM,Volume-IBM,Open-Shell Oil,Volume-Shell Oil,Open-General Motors,Volume-General Motors
5/15/2015,236.955002,238.753006,236.794998,237.604996,237.604996,16329400,550.390015,1672000,173.910004,2916600,63.970001,531500,34.700001,9778800
5/16/2015,237.643997,237.697006,235.294998,236.153,236.153,11089700,NA,NA,NA,NA,NA,NA,NA,NA
5/17/2015,236.009995,238.024994,236.009995,236.802002,236.802002,11134300,NA,NA,NA,NA,NA,NA,NA,NA
5/18/2015,236.886993,237.210007,232.460007,233.128006,233.128006,16780300,543.820007,1335300,173.440002,1970600,63.16,733300,34.970001,10285700
5/19/2015,233.037003,234.151001,231.817001,231.947006,231.947006,14241900,548,2356300,172.970001,2523000,62.630001,895300,35.169998,9856700
5/20/2015,231.889999,234.682999,231.841995,234.018005,234.018005,15499400,550.919983,1542000,173.330002,2300300,62.490002,636400,35.240002,12925600
5/21/2015,234.016006,236.242004,233.835007,235.343994,235.343994,15108900,550.200012,1708500,173.320007,2295600,63.200001,738700,35,16016000
5/22/2015,235.320999,240.968994,235.059998,240.348007,240.348007,27003000,554.460022,1213300,173.039993,2849700,62.400002,2367500,35.52,9648200
5/23/2015,240.285995,241.024994,238.690994,238.871994,238.871994,14605000,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2015,238.975998,241.977997,238.811005,240.953003,240.953003,11508000,NA,NA,NA,NA,NA,NA,NA,NA
5/25/2015,240.927002,241.020996,236.636993,237.110001,237.110001,14423900,NA,NA,NA,NA,NA,NA,NA,NA
5/26/2015,237.104004,238.242004,235.692001,237.115997,237.115997,16425000,552.580017,1873700,172.110001,3854200,60.939999,1898700,35.450001,12566300
5/27/2015,237.065002,238.636002,236.695007,237.283005,237.283005,18837000,548.679993,1742200,171.160004,2764400,60.490002,996300,35.52,10058300
5/28/2015,237.257004,237.824005,236.651993,237.408005,237.408005,13829600,553.789978,1177200,171.449997,1731400,60.939999,727900,36.110001,18063900
5/29/2015,237.376999,237.522003,235.731003,237.095993,237.095993,14805000,553.200012,2172300,171.350006,4092000,60.91,1320000,36.490002,15806300
5/30/2015,237.091995,237.093002,232.046005,233.345001,233.345001,14098600,NA,NA,NA,NA,NA,NA,NA,NA
5/31/2015,233.134995,233.251999,229.542007,230.190002,230.190002,14730800,NA,NA,NA,NA,NA,NA,NA,NA
6/1/2015,230.233002,231.712997,221.296005,222.925995,222.925995,26090500,548.72998,1660500,170.210007,2985500,59.93,2487700,36.060001,12012500
6/2/2015,222.893997,226.416,222.419006,225.802994,225.802994,20459000,547.429993,1592100,169.660004,2571400,59.959999,1142900,36.09,16948300
6/3/2015,225.735992,227.404007,223.929993,225.873993,225.873993,17752400,555.099976,1335500,170.5,2131000,60.23,3690300,36.369999,12817100
6/4/2015,225.772003,226.580994,224.054001,224.324005,224.324005,14728100,552.179993,1343300,169.529999,3079300,59.360001,2287500,35.66,10538500
6/5/2015,224.154007,225.968002,223.179001,224.951996,224.951996,18056500,552,1219800,168.25,3100500,58.139999,3677500,35.5,24629200
6/6/2015,225.005005,225.718994,224.378998,225.619003,225.619003,11131500,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2015,225.595993,226.194,222.651993,222.880997,222.880997,13318400,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2015,222.878998,229.464005,222.839005,228.488998,228.488998,23378400,549.609985,1366800,167.169998,3758700,58.740002,2003300,34.860001,15636100
6/9/2015,228.537994,230.953995,227.929001,229.048004,229.048004,28353100,543.419983,1500800,165.339996,3395900,58.369999,1765100,35.110001,12901000
6/10/2015,228.994995,229.781998,228.009995,228.802994,228.802994,15904800,545.700012,1515800,166.490005,4680500,59.580002,1129100,35.450001,11402200
6/11/2015,228.854996,230.287003,228.766998,229.705002,229.705002,14416000,554.48999,1293600,169.259995,3464000,59.950001,623000,35.720001,16819000
6/12/2015,229.705002,231.057007,229.313004,229.981995,229.981995,14017700,547.150024,1273400,168.229996,3065100,58.900002,1405100,35.380001,11170200
6/13/2015,229.919998,232.651993,229.210007,232.401993,232.401993,13305300,NA,NA,NA,NA,NA,NA,NA,NA
