Date,Open,High,Low,Close,Adj Close,Volume,Open-Google,Volume-Google,Open-IBM,Volume-IBM,Open-Shell Oil,Volume-Shell Oil,Open-General Motors,Volume-General Motors
4/19/2016,428.703003,436.019989,428.104004,435.509003,435.509003,52810500,790.5,2197600,146.470001,13190200,51.93,2660100,31.65,14408300
4/20/2016,435.324005,443.053986,434.406006,441.389008,441.389008,72890096,779.159973,1713100,144.240005,6754300,52.490002,1505800,32,12911500
4/21/2016,441.415985,450.548004,440.951996,449.424988,449.424988,68204704,777.309998,3881400,146.580002,6017700,53.459999,2025200,33.18,22792300
4/22/2016,449.687988,449.809998,444.149994,445.737,445.737,58804400,743.909973,7039900,149.440002,5191900,52.709999,1743700,32.66,13824500
4/23/2016,445.860992,450.282013,444.330994,450.282013,450.282013,50485400,NA,NA,NA,NA,NA,NA,NA,NA
4/24/2016,450.559998,460.145996,448.928009,458.554993,458.554993,68198400,NA,NA,NA,NA,NA,NA,NA,NA
4/25/2016,459.121002,466.619995,453.59201,461.425995,461.425995,87091800,735.349976,2472100,148.160004,2848900,52.34,3335800,32.09,10604800
4/26/2016,461.64801,467.964996,461.621002,466.088989,466.088989,78971904,744.419983,2793200,148.649994,2979800,52.25,1833200,32,8701200
4/27/2016,466.261993,467.07901,444.134003,444.687012,444.687012,93564896,725.320007,3313100,149.350006,3111200,53,2268100,32.18,6711400
4/28/2016,445.037994,449.550995,436.649994,449.010986,449.010986,74064704,723.289978,3129500,149.75,3791500,53.540001,1418200,31.969999,13443200
4/29/2016,449.40799,455.384003,446.016998,455.096985,455.096985,49258500,704.119995,2913900,146.490005,4225800,53.599998,1558600,32.349998,12533000
4/30/2016,455.178009,455.587006,447.696991,448.317993,448.317993,69322600,NA,NA,NA,NA,NA,NA,NA,NA
5/1/2016,448.484009,452.479004,447.927002,451.875,451.875,40660100,NA,NA,NA,NA,NA,NA,NA,NA
5/2/2016,451.933014,452.445007,441.776001,444.669006,444.669006,92127000,711.919983,1673800,146.559998,3502400,53.580002,1131400,32.049999,9794000
5/3/2016,444.72699,451.096985,442.617004,450.303986,450.303986,59366400,712.5,1931000,144.649994,3584300,52.09,3390700,31.57,15046300
5/4/2016,450.183014,450.377991,445.630005,446.721985,446.721985,50407300,706.77002,1708600,143.360001,2577100,52.080002,2705600,31,13712700
5/5/2016,446.710999,448.506012,445.882996,447.976013,447.976013,50440800,715,1483400,145.949997,6501200,51.02,2268500,30.790001,10383800
5/6/2016,447.941986,461.375,447.067993,459.602997,459.602997,72796800,712.200012,1997600,144.860001,4895800,50.439999,1533200,30.73,11427900
5/7/2016,459.639008,460.674988,457.324005,458.536011,458.536011,38364500,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2016,458.428986,459.416992,455.983002,458.548004,458.548004,40315000,NA,NA,NA,NA,NA,NA,NA,NA
5/9/2016,458.205994,462.480988,456.531006,460.483002,460.483002,55493100,726.700012,1903700,147.699997,4302400,50.919998,1901000,31,8127200
5/10/2016,460.518005,461.928986,448.95401,450.894989,450.894989,58956100,734.960022,1631700,148.240005,3992700,50.34,1865400,30.9,9185400
5/11/2016,450.864014,454.575989,450.864014,452.727997,452.727997,50605200,740.52002,1491700,149.710007,3093000,50.790001,2193800,31.32,8538100
5/12/2016,452.446991,454.949005,449.25,454.765991,454.765991,59849300,732,1354700,149.210007,3249200,52.169998,2028200,31.200001,9411500
5/13/2016,454.850006,457.054993,453.453003,455.670013,455.670013,60845000,726.619995,1262200,148.789993,2398000,50.110001,1675100,30.870001,10563400
5/14/2016,455.822998,456.835999,454.786011,455.67099,455.67099,37209000,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2016,455.759003,458.691986,455.459015,457.567993,457.567993,28514000,NA,NA,NA,NA,NA,NA,NA,NA
5/16/2016,457.585999,458.200012,452.945007,454.162994,454.162994,59171500,724.320007,1126900,147.649994,3069100,50.880001,1615600,30.5,17749500
5/17/2016,454.009003,455.071991,453.605011,453.78299,453.78299,64100300,731.059998,1670200,149.210007,3490600,51.25,1483600,30.4,9542900
5/18/2016,453.69101,455.997986,453.299011,454.618988,454.618988,86850096,718.5,1626800,147.990005,2491100,50.48,1335300,30.559999,8454200
5/19/2016,454.523987,454.632996,438.714996,438.714996,438.714996,96027400,718.299988,1529900,146.479996,3685600,49.450001,1632400,30.51,10142200
5/20/2016,437.792999,444.053986,437.389008,442.675995,442.675995,81987904,716.460022,1739900,145.710007,3671500,49.66,1338100,30.51,7736100
5/21/2016,442.966003,443.778015,441.705994,443.187988,443.187988,42762300,NA,NA,NA,NA,NA,NA,NA,NA
5/22/2016,443.217987,443.427002,439.035004,439.322998,439.322998,39657600,NA,NA,NA,NA,NA,NA,NA,NA
5/23/2016,439.347992,444.345001,438.822998,444.154999,444.154999,50582500,719.97998,1240800,147.610001,2103800,48.990002,1460700,30.5,6698900
5/24/2016,444.290985,447.100006,443.929993,445.980988,445.980988,65783100,719.849976,1894200,146.880005,2929300,49.349998,1284600,30.65,8743100
5/25/2016,446.062012,450.298004,446.062012,449.598999,449.598999,65231000,735,1610800,148.929993,4355300,50,1671300,31.190001,10151600
5/26/2016,449.671997,453.644012,447.895996,453.384003,453.384003,65203800,736,1360100,151.550003,3062900,50.720001,1185400,31.65,6747700
5/27/2016,453.520996,478.148987,453.520996,473.463989,473.463989,164780992,737.51001,1740100,152.350006,2457100,50.09,849900,31.309999,6089800
5/28/2016,473.028992,533.473022,472.699005,530.039978,530.039978,181199008,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2016,527.47699,553.960022,512.179016,526.232971,526.232971,148736992,NA,NA,NA,NA,NA,NA,NA,NA
5/30/2016,528.471008,544.348999,522.963013,533.864014,533.864014,87958704,NA,NA,NA,NA,NA,NA,NA,NA
5/31/2016,534.190979,546.617981,520.661987,531.385986,531.385986,138450000,748.76001,2124200,152.559998,5836600,49.66,2368400,31.540001,11803400
6/1/2016,531.106995,543.080017,525.635986,536.919983,536.919983,86061800,748.469971,1039400,153,2663400,48.310001,1328300,31.15,26002300
6/2/2016,536.515015,540.35199,533.078003,537.971985,537.971985,60378200,746.099976,1695800,152.589996,2642600,48.669998,1713700,30.129999,12649300
6/3/2016,537.682007,574.638,536.919983,569.19397,569.19397,122020000,741.48999,1230400,152.399994,2328300,49.779999,1417500,30.09,18549600
6/4/2016,569.705017,590.132019,564.237976,572.72699,572.72699,94925296,NA,NA,NA,NA,NA,NA,NA,NA
6/5/2016,573.307983,582.807983,569.177979,574.97699,574.97699,68874096,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2016,574.60199,586.469971,574.60199,585.536987,585.536987,72138896,738.5,1499600,153.089996,2378700,50.290001,1712100,29.85,10985800
6/7/2016,585.445007,590.258972,567.513977,576.596985,576.596985,107770000,733.27002,1215700,153.309998,4465000,51.650002,2767800,30.16,14425700
6/8/2016,577.166992,582.838989,573.130005,581.64502,581.64502,80265800,739.5,1615700,153.529999,2935000,53.34,2598000,30,12990900
6/9/2016,582.203003,582.203003,570.950989,574.630005,574.630005,71301000,737.070007,959000,152.919998,2021800,52.349998,2979900,29.48,11907500
6/10/2016,575.836975,579.127014,573.325012,577.469971,577.469971,66991900,735.950012,1452500,152.789993,3120600,52.25,5980300,29.219999,10740400
6/11/2016,578.674011,607.116028,578.674011,606.72699,606.72699,82357000,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2016,609.684021,684.843994,607.039001,672.783997,672.783997,277084992,NA,NA,NA,NA,NA,NA,NA,NA
6/13/2016,671.653992,716.004028,664.487,704.375977,704.375977,243295008,729.820007,1167700,151.630005,3610400,51.32,3270100,28.85,13871300
6/14/2016,704.504028,704.504028,662.804016,685.559021,685.559021,186694000,729.309998,1329200,151.279999,2865800,50.810001,3093400,29.07,10751700
6/15/2016,685.684998,696.302979,672.560974,694.468994,694.468994,99223800,734.919983,1161700,151.460007,2260400,49.509998,2566800,28.98,8479900
6/16/2016,696.52301,773.721985,696.52301,766.307983,766.307983,271633984,727.960022,2250100,150.190002,2449100,49.330002,3237000,28.67,9654400
6/17/2016,768.487,775.356018,716.55603,748.908997,748.908997,363320992,721.390015,4113100,150.960007,4663900,51.470001,2638600,29.139999,12707400
6/18/2016,748.755981,777.98999,733.929016,756.22699,756.22699,252718000,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2016,756.687988,766.620972,745.627991,763.781006,763.781006,136184992,NA,NA,NA,NA,NA,NA,NA,NA
6/20/2016,763.927002,764.083984,732.72699,737.226013,737.226013,174511008,710.309998,2282700,152.600006,3572100,54.32,2681800,29.620001,12329100
6/21/2016,735.882996,735.882996,639.070007,666.651978,666.651978,309944000,710.049988,1515900,154.160004,2760300,54.150002,2486000,29.639999,10318000
6/22/2016,665.914978,678.669983,587.482971,596.116028,596.116028,266392992,714.049988,1452900,153.75,2833700,55.34,2602000,29.34,8717200
6/23/2016,597.442993,629.327026,558.138977,623.97699,623.97699,253462000,710.549988,2125000,153.449997,3969400,56.330002,4450100,29.59,9598100
6/24/2016,625.575012,681.72699,625.271973,665.299011,665.299011,224316992,690.169983,4771800,149.970001,9082800,51.369999,8632900,28.58,30181100
6/25/2016,665.281006,691.731018,646.559021,665.122986,665.122986,126656000,NA,NA,NA,NA,NA,NA,NA,NA
6/26/2016,665.93103,665.97998,616.934021,629.367004,629.367004,109225000,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2016,629.348999,655.275024,620.523987,655.275024,655.275024,122134000,682.48999,2907300,146.179993,5017900,52.18,3845100,28.09,18634200
6/28/2016,658.10199,659.247986,637.77301,647.000977,647.000977,138384992,691.369995,1912300,144.779999,3997700,52.369999,3836800,27.93,14061400
6/29/2016,644.122009,644.682007,628.283997,639.890015,639.890015,142456000,694.26001,2156200,146.5,3367700,54.009998,2965700,28,10644100
6/30/2016,640.591003,675.403015,636.607971,673.336975,673.336975,138980000,697.650024,2112500,148.860001,3967100,54.919998,2692200,28.18,15360600
7/1/2016,672.515015,686.153992,669.593994,676.296021,676.296021,134431008,705.099976,1549200,151.779999,2658300,56.07,1993200,28.690001,15157900
7/2/2016,676.734009,703.702026,676.398987,703.702026,703.702026,112354000,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2016,704.968018,704.968018,649.008972,658.664001,658.664001,129512000,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2016,658.804016,683.661987,650.507996,683.661987,683.661987,92008400,NA,NA,NA,NA,NA,NA,NA,NA
7/5/2016,683.208984,683.491028,665.065979,670.627014,670.627014,130476000,705.01001,1422000,151.190002,2465200,56.23,3408300,28.639999,12178200
7/6/2016,670.41803,681.89801,670.41803,677.330994,677.330994,134960992,699.840027,1445100,151.850006,2569400,54.82,3531700,28,14631400
7/7/2016,678.090027,682.432007,611.833984,640.562012,640.562012,258091008,710.109985,1058700,152.75,2138400,56.169998,4227200,28.49,10842300
7/8/2016,640.687988,666.70697,636.46698,666.52301,666.52301,141970000,710.559998,1497300,154,3040600,55.75,3549100,29.27,16659400
7/9/2016,666.383972,666.383972,633.398987,650.960022,650.960022,180536000,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2016,650.598999,652.294006,641.263977,649.359985,649.359985,102532000,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2016,648.484009,659.629028,644.97998,647.658997,647.658997,107910000,719.419983,1441100,154.600006,2833700,56.029999,3423200,29.790001,13870300
7/12/2016,648.28302,675.258972,646.778992,664.551025,664.551025,138172992,731.919983,1323400,156,3843800,57.110001,2857700,30.450001,16786300
7/13/2016,664.796997,668.700012,654.468018,654.468018,654.468018,131449000,735.52002,1021800,157.75,2746400,57.57,3574000,30.629999,13303600
7/14/2016,652.922974,662.901978,652.922974,658.078003,658.078003,98511400,733.940002,1070400,158.809998,4637600,57.82,3219000,30.879999,11306400
7/15/2016,659.171021,667.077026,659.039978,663.255005,663.255005,81673104,741,1617100,159.899994,4476800,56.880001,2845100,30.82,8429500
7/16/2016,663.781006,666.460022,659.333984,660.767029,660.767029,50330200,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2016,661.992981,682.36499,661.992981,679.458984,679.458984,74407904,NA,NA,NA,NA,NA,NA,NA,NA
7/18/2016,679.809021,681.554993,668.625,673.106018,673.106018,69465000,737.909973,1934900,159.300003,6729700,56.849998,4608800,30.75,8732300
7/19/2016,672.737976,673.276978,667.632019,672.864014,672.864014,61203300,749.869995,1521800,161.779999,7120000,56.959999,2987900,30.700001,17164100
7/20/2016,672.80603,672.929016,663.359985,665.684998,665.684998,94636400,754.049988,1125100,159.970001,4376300,56.400002,4510700,31.42,20923000
7/21/2016,665.228027,666.218994,660.414978,665.012024,665.012024,60491800,757,953100,160.75,3518900,56.639999,3056100,31.49,36218500
7/22/2016,664.921997,666.583008,646.721985,650.619019,650.619019,134169000,757.320007,1046000,160.779999,2520100,57.009998,3678100,32.099998,13305400
7/23/2016,650.726013,656.366028,648.523987,655.55603,655.55603,69532200,NA,NA,NA,NA,NA,NA,NA,NA
7/24/2016,655.409973,663.109985,652.79303,661.284973,661.284973,118184000,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2016,661.263,661.828003,653.39502,654.096985,654.096985,78176496,757.679993,1073300,162,2804600,56.130001,4507400,32.189999,11324900
7/26/2016,654.226013,656.224976,645.879028,651.783997,651.783997,225135008,757.52002,1189600,162.649994,2894600,55.75,15668700,31.98,9462000
7/27/2016,651.627014,657.455994,648.447021,654.35199,654.35199,147460992,758.969971,1608600,162.119995,2162700,56.799999,7894500,32.18,9159500
7/28/2016,654.492004,657.594971,654.492004,655.034973,655.034973,86428400,768.840027,3673200,161.380005,2340400,56.720001,9796800,31.049999,20363900
7/29/2016,655.111023,657.796021,654.786011,656.992004,656.992004,60703500,797.710022,5090500,161.360001,3547500,53.490002,8105500,30.790001,16150500
7/30/2016,657.012024,658.223022,654.208984,655.046997,655.046997,38456100,NA,NA,NA,NA,NA,NA,NA,NA
7/31/2016,655.099976,655.284973,624.36499,624.68103,624.68103,110818000,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2016,624.60199,626.119019,605.883972,606.271973,606.271973,121887000,786.669983,3029700,160.649994,2823600,52.450001,11345800,31.540001,11190600
8/2/2016,606.396973,612.848022,531.333984,547.465027,547.465027,330932992,797.330017,1996400,161.270004,3080900,52.18,5250600,31.030001,24346900
8/3/2016,548.656006,573.359985,541.546997,566.35498,566.35498,207982000,796.469971,1460300,160.130005,2861700,51.380001,4179100,30,14504200
8/4/2016,566.328979,579.495972,565.776978,578.289001,578.289001,125292000,798.23999,1076000,160.860001,2489100,52.599998,4310600,30.24,8660900
8/5/2016,578.281006,578.281006,569.981995,575.04303,575.04303,66127900,800.109985,1807300,162,3812400,52.509998,4581300,30.51,13135900
8/6/2016,575.030029,588.395996,569.468994,587.778015,587.778015,80797296,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2016,587.770996,597.513,586.815979,592.690002,592.690002,82398400,NA,NA,NA,NA,NA,NA,NA,NA
8/8/2016,592.736023,592.994019,588.046997,591.054016,591.054016,61194100,806,1221300,162.729996,3039300,52.529999,5197500,30.92,10470900
8/9/2016,591.038025,591.091003,584.79303,587.801025,587.801025,92228096,804.48999,1607700,162.220001,2737500,52.889999,7163600,30.91,13691100
8/10/2016,587.64801,599.984009,586.370972,592.103027,592.103027,102905000,807.049988,918500,162.190002,2466700,51.580002,4000900,31.030001,10833700
8/11/2016,592.124023,597.541992,589.119995,589.119995,589.119995,74514400,810.469971,1282300,162.25,8768600,51.59,4171200,31.43,13210800
8/12/2016,588.797974,589.909973,583.810974,587.559021,587.559021,69218000,805.090027,897300,163.190002,2543100,52.84,3854200,31.6,9843700
8/13/2016,587.356995,589.773987,584.979004,585.588013,585.588013,43563000,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2016,585.588989,585.666016,564.781006,570.473022,570.473022,60851100,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2016,570.494019,573.580017,563.23999,567.23999,567.23999,57262300,807.210022,929800,162.399994,2970400,53.029999,2475400,31.59,9345300
8/16/2016,567.242981,581.737976,566.716003,577.439026,577.439026,58405200,803.5,1057900,161.110001,2210200,53.290001,2279100,31.809999,9888500
8/17/2016,577.760986,580.893982,571.429993,573.216003,573.216003,54443000,800,1066100,160.970001,3225900,53.360001,1922300,31.709999,8392400
8/18/2016,573.70697,577.791992,573.429993,574.317993,574.317993,59896600,805.359985,864600,160.889999,3652000,53.459999,1975000,31.799999,14089900
8/19/2016,574.338989,578.237976,574.182007,575.630005,575.630005,50631600,799.789978,1120800,160.839996,2815200,53.599998,2027900,31.48,8809700
8/20/2016,576.083984,582.817993,575.45697,581.697021,581.697021,45301400,NA,NA,NA,NA,NA,NA,NA,NA
8/21/2016,581.939026,584.15802,580.218018,581.307983,581.307983,38299400,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2016,581.310974,588.447998,580.593994,586.752991,586.752991,72844000,798.51001,852800,160,2039300,52.560001,2201700,31.790001,8306000
8/23/2016,586.770996,589.473999,581.633972,583.414978,583.414978,85349200,800.47998,917500,160.330002,2838100,52.720001,2940400,31.969999,10961100
8/24/2016,583.411987,583.590027,579.85498,580.182007,580.182007,56328200,796.859985,1283600,159.889999,3645800,52.900002,3732500,31.84,8179500
8/25/2016,580.179993,580.450989,575.166992,577.760986,577.760986,136130000,792,1202700,159,2575000,52.43,2699200,31.709999,15930800
8/26/2016,577.752991,580.622986,576.857971,579.651001,579.651001,48856800,792.48999,1248900,158.880005,2498900,52.84,2512500,31.67,10436200
8/27/2016,579.452026,579.844971,568.630005,569.947021,569.947021,59698300,NA,NA,NA,NA,NA,NA,NA,NA
8/28/2016,569.830017,574.038025,569.73999,573.911987,573.911987,86301600,NA,NA,NA,NA,NA,NA,NA,NA
8/29/2016,574.070984,576.278015,573.465027,574.106995,574.106995,110398000,793.049988,773700,158.830002,2475900,52.32,1079500,31.780001,7708300
8/30/2016,574.114014,578.356995,574.114014,577.502991,577.502991,70342400,792.880005,1167400,159.759995,1813300,52.709999,4768200,31.809999,10748700
8/31/2016,577.591003,577.861023,573.642029,575.471985,575.471985,75840896,789.599976,1071400,159.660004,2323600,52.220001,2164100,31.67,9625600
9/1/2016,575.546021,576.310974,571.814026,572.302979,572.302979,76923400,791.97998,1303500,158.320007,2358400,51.209999,2536200,31.860001,14898800
9/2/2016,572.409973,575.643005,570.810974,575.536987,575.536987,79910800,795.27002,1349900,159.880005,2315400,52.43,2916200,31.879999,10828400
9/3/2016,575.554993,599.5,574.05603,598.211975,598.211975,159014000,NA,NA,NA,NA,NA,NA,NA,NA
9/4/2016,598.590027,611.836975,596.848022,608.633972,608.633972,97942896,NA,NA,NA,NA,NA,NA,NA,NA
9/5/2016,608.98999,609.054993,602.242004,606.590027,606.590027,82446800,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2016,606.505981,610.830017,605.091003,610.435974,610.435974,78529104,798.390015,1989500,159.880005,2994100,52.810001,1667300,32.25,16774800
9/7/2016,610.572998,614.544983,608.513,614.544006,614.544006,75032400,807.929993,1145300,160.190002,2867300,53.580002,1483000,31.99,12554700
9/8/2016,614.63501,628.77002,613.843994,626.315979,626.315979,86713000,805.219971,1177700,160.550003,3963200,53.869999,1862600,31.85,11808200
9/9/2016,626.35199,626.830017,620.263,622.861023,622.861023,64550200,798.77002,1887600,158.029999,5186000,53.299999,1622900,31.440001,22476300
9/10/2016,622.927002,625.094971,622.39502,623.508972,623.508972,45016800,NA,NA,NA,NA,NA,NA,NA,NA
9/11/2016,623.424011,628.817993,600.505981,606.718994,606.718994,73610800,NA,NA,NA,NA,NA,NA,NA,NA
9/12/2016,607.005005,608.458984,605.411011,608.242981,608.242981,72812304,784.52002,1863700,155.259995,4367500,51.849998,2578300,30.360001,17250300
9/13/2016,608.025024,611.192993,606.924988,609.241028,609.241028,86920600,794.01001,1809000,157.630005,3636700,51.73,3012800,31.02,16162900
9/14/2016,608.841003,611.952026,608.409973,610.684021,610.684021,47877700,787.530029,1292100,155.699997,3860600,50.869999,3609200,30.790001,12903200
9/15/2016,610.588013,611.085999,607.155029,607.155029,607.155029,59464600,790.01001,1557200,154.300003,3645600,50.389999,3223700,30.75,13467400
9/16/2016,607.245972,609.260986,606.734985,606.973022,606.973022,64963400,799.02002,2130600,155.039993,6463600,50.049999,2816600,31.129999,12780800
9/17/2016,607.218018,607.859985,605.192017,605.984009,605.984009,37140300,NA,NA,NA,NA,NA,NA,NA,NA
9/18/2016,606.28302,610.15802,605.856018,609.874023,609.874023,48679400,NA,NA,NA,NA,NA,NA,NA,NA
9/19/2016,609.870972,610.932007,608.27002,609.22699,609.22699,54796400,801.109985,1149500,154.869995,2450100,51.060001,1645800,31.9,32234800
9/20/2016,609.254028,609.525024,607.937988,608.312012,608.312012,72710896,800,1049200,155.869995,2159100,50.549999,1801800,31.91,12876200
9/21/2016,603.588013,603.588013,595.882996,597.148987,597.148987,82776200,801.26001,1348500,154.910004,2473900,50.509998,2725400,31.719999,14468700
9/22/2016,597.278992,598.487,596.213013,596.297974,596.297974,67085300,810,1759300,156.149994,2691100,52.299999,2227900,32.27,12034000
9/23/2016,596.198975,603.205017,595.786011,602.84198,602.84198,51067000,815.140015,1411700,155.619995,2702200,51.57,1720900,32.099998,9812100
9/24/2016,602.960999,604.580017,602.044983,602.625,602.625,35359500,NA,NA,NA,NA,NA,NA,NA,NA
9/25/2016,602.749023,603.380981,599.710999,600.825989,600.825989,33977800,NA,NA,NA,NA,NA,NA,NA,NA
9/26/2016,600.807007,608.143005,600.348999,608.04303,608.04303,59153800,809.820007,1472700,154.460007,2533300,50.68,1542100,32.02,12700900
9/27/2016,608.021973,608.247986,604.109985,606.166016,606.166016,49422400,801.830017,1367300,154.320007,2987200,49.75,2754800,31.77,14465300
9/28/2016,606.242981,606.590027,604.606995,604.728027,604.728027,48722600,804.080017,1470300,156.990005,3310000,50.369999,2940700,31.75,10713600
9/29/2016,605.018982,606.823975,604.848022,605.692993,605.692993,55658600,807.22998,1350000,158.630005,3374800,52.98,3647700,31.77,8821200
9/30/2016,605.715027,609.734985,604.142029,609.734985,609.734985,56122400,803.599976,1660200,158.899994,3596900,53,2460600,31.629999,9330000
10/1/2016,609.929016,615.237,609.929016,613.982971,613.982971,56357000,NA,NA,NA,NA,NA,NA,NA,NA
10/2/2016,613.947998,614.005005,609.682007,610.892029,610.892029,39249800,NA,NA,NA,NA,NA,NA,NA,NA
10/3/2016,610.968018,612.567993,610.455017,612.132996,612.132996,46798300,802.549988,1489200,158.059998,2227800,53.360001,1825600,31.639999,11375900
10/4/2016,612.052002,612.054016,609.479004,610.203979,610.203979,49801600,805,1258700,157.669998,2884100,54.52,2912100,32.080002,8506200
10/5/2016,610.218018,613.814026,609.617004,612.510986,612.510986,68077504,806,1213800,157.070007,1684500,54.639999,2234800,32.310001,11093500
10/6/2016,612.469971,613.81897,611.468994,613.020996,613.020996,56812100,804.080017,1099900,156.839996,1950100,54.689999,3115600,32.540001,8611200
10/7/2016,612.607971,617.911987,611.820984,617.120972,617.120972,64071400,805.929993,1163100,157.139999,2671900,54.84,3061700,32.5,8909400
10/8/2016,617.341003,619.848999,617.341003,619.107971,619.107971,42345900,NA,NA,NA,NA,NA,NA,NA,NA
10/9/2016,619.171997,619.197998,616.606995,616.752014,616.752014,39243400,NA,NA,NA,NA,NA,NA,NA,NA
10/10/2016,616.822021,621.317993,616.197021,618.994019,618.994019,67481104,803.929993,1496100,156.710007,2481300,55.470001,2498400,32.310001,6094800
10/11/2016,619.237976,642.080017,618.5,641.072021,641.072021,103590000,814.169983,1721600,156.729996,2901300,55.59,1479600,32.23,7977500
10/12/2016,640.870972,641.336975,635.965027,636.192017,636.192017,92370200,811.960022,907900,154.970001,2964000,54.610001,1468700,31.9,5597600
10/13/2016,636.030029,638.833008,635.028992,636.786011,636.786011,61620700,806.070007,1369000,153.699997,2909900,53.5,1201900,31.48,12102600
10/14/2016,637.007996,641.284973,637.007996,640.377991,640.377991,58144600,807.450012,1111900,154.470001,4358200,54.709999,1965200,31.76,11105600
10/15/2016,640.310974,642.10199,637.390015,638.645996,638.645996,39035400,NA,NA,NA,NA,NA,NA,NA,NA
10/16/2016,639.083008,642.89801,638.901001,641.630981,641.630981,40298100,NA,NA,NA,NA,NA,NA,NA,NA
10/17/2016,641.817993,642.328003,638.663025,639.192993,639.192993,58063600,805.98999,1056400,154.449997,5890400,53.310001,5039800,31.84,7476100
10/18/2016,639.411011,640.736023,635.995972,637.960022,637.960022,65546700,814.210022,2289300,150.020004,12770600,54.009998,2874100,31.83,7973300
10/19/2016,638.133972,638.874023,628.013,630.52002,630.52002,69381696,822.880005,1500100,151.270004,4632900,53.599998,2558600,31.540001,9158600
10/20/2016,630.663025,631.916992,628.257996,630.856995,630.856995,56957300,827.559998,1393900,151.279999,4023100,53.990002,1689700,31.780001,8077600
10/21/2016,630.825012,634.093994,630.69397,632.828003,632.828003,55951000,820,1615800,150.580002,4414200,53.669998,1446900,31.58,11975700
10/22/2016,633.135986,658.197021,632.849976,657.294006,657.294006,78556496,NA,NA,NA,NA,NA,NA,NA,NA
10/23/2016,657.620972,661.129028,653.885986,657.070984,657.070984,54474600,NA,NA,NA,NA,NA,NA,NA,NA
10/24/2016,657.161011,657.252014,652.594971,653.760986,653.760986,62218200,830.090027,1447600,150.399994,2666700,54.189999,1606300,32.18,20232300
10/25/2016,654.002014,664.424011,653.697998,657.588013,657.588013,90378800,838.5,1890700,150.570007,2647500,53.830002,1690400,32.849998,34069800
10/26/2016,657.677979,679.728027,657.677979,678.304016,678.304016,88877104,827.119995,1794900,150.710007,2811700,52.73,2400400,31.219999,14955800
10/27/2016,678.213989,688.593994,678.039978,688.312988,688.312988,96105296,823.01001,2973500,152.820007,4229300,53.25,2017700,31.75,20653600
10/28/2016,688,690.44397,684.161987,689.651001,689.651001,81145504,829.940002,4354900,154.050003,3654500,52.91,1926500,31.33,10571600
10/29/2016,690.289001,720.401978,690.052002,714.479004,714.479004,134760992,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2016,714.117981,714.117981,696.474976,701.864014,701.864014,100665000,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2016,702.640015,709.289001,691.682007,700.971985,700.971985,97064400,822.429993,2242700,152.759995,3553200,52.509998,1982000,31.42,7954100
11/1/2016,701.336975,736.452026,701.336975,729.79303,729.79303,130527000,810.869995,2355900,153.5,3191900,54.599998,4741000,31.700001,14668300
11/2/2016,730.065979,740.828979,722.348999,740.828979,740.828979,84865200,806.76001,2350700,152.479996,3074400,54.119999,1986500,31.33,11763100
11/3/2016,742.346008,745.77301,678.156006,688.700012,688.700012,172808000,784.5,2175200,152.509995,2878800,53.66,1851900,31.450001,13720100
11/4/2016,689.124023,706.929993,685.562988,703.234985,703.234985,99907696,771.299988,1970600,152.399994,2470400,52.810001,1619000,31,12770800
11/5/2016,703.525024,707.51001,697.739014,703.41803,703.41803,53752300,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2016,703.812012,714.257996,699.559998,711.521973,711.521973,59902200,NA,NA,NA,NA,NA,NA,NA,NA
11/7/2016,710.736023,710.736023,699.903015,703.130981,703.130981,65047100,794.950012,1992600,153.990005,3804900,53.580002,1687600,31.58,13560200
11/8/2016,703.088989,712.987,702.390015,709.848022,709.848022,79660800,802.030029,1769100,154.559998,3921900,52.98,1566600,31.9,10364600
11/9/2016,709.825012,740.046021,708.609985,723.27301,723.27301,132429000,801.830017,3098500,152.960007,5403700,52.959999,2598400,30.91,38594400
11/10/2016,722.843994,723.018005,711.210022,715.533997,715.533997,68807800,810,5909600,157.660004,7715800,54.709999,2056800,30.93,27811100
11/11/2016,715.554993,718.317993,714.409973,716.411011,716.411011,63119700,776.809998,3592600,159.970001,4446600,52.619999,2568300,32.490002,33042700
